Site,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9,Day10,Day11,Day12,Day13,Day14,Day15,Day16,Day17,Day18,Day19,Day20,Bottom Substrate,Cover Score,Total,devel,grass,crop,wetland,forest,MU,Discharge1,Discharge2,Discharge3,Discharge4,Discharge5,Discharge6,Discharge7,Discharge8,Discharge9,Discharge10,Discharge11,Discharge12,Discharge13,Discharge14,Discharge15,Discharge16,Discharge17,Discharge18,Discharge19,Discharge20,Bait1,Bait2,Bait3,Bait4,Bait5,Bait6,Bait7,Bait8,Bait9,Bait10,Bait11,Bait12,Bait13,Bait14,Bait15,Bait16,Bait17,Bait18,Bait19,Bait20
119,,0,0,0,,,,,,,,,,,,,,0,0,0,7,10.5,61,0.0817569,0.0197862,0.3584301,0.3713082,0.1655372,C,1952.652058,2359.45457,2684.89658,2820.497418,1263.799804,1118.706908,1022.430314,985.8180878,1681.450384,1450.92896,1266.511821,1148.539093,900.3895602,827.165108,767.5007396,721.3964549,1884.85164,1857.731472,1776.37097,1667.8903,0,1,2,3,1,2,3,4,1,2,3,4,1,2,3,4,0,1,2,3
120,,,,,0,0,0,0,1,1,0,0,0,0,0,0,,,,,4,16,75,0.0148277,0.0552134,0.0388224,0.4132735,0.418356,L,41.47325458,34.73503702,29.61019549,26.66815684,41.85287247,38.95828605,32.59968638,30.84395364,38.48376369,34.82994149,33.16911322,31.60318942,13.95095749,13.95095749,17.2251618,19.45541691,13.61879184,12.29012922,11.53089344,41.42580235,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
121,,,,,0,0,0,0,,,,,,,,,,,,,1,15,55,0.1298175,0.0030639,0,0.0089782,0.8316169,UN,1301.801701,1029.331577,644.8459588,459.1626154,104.9514549,95.16271348,76.695294,60.95257576,616.5897978,411.7326309,249.2597055,150.3631422,32.39367023,30.37537302,29.56805413,29.36622441,100.5112011,73.46601846,58.83336369,253.2962999,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
122,,,,,0,0,0,0,,,,,,,,,,,,,8,16,60,0.6629975,0.0014932,0,0.0369711,0.2982943,SM,74.30554232,74.66107123,29.65111115,15.42995472,13.75896884,11.76800694,9.137093003,7.110578212,94.57069022,37.33053561,19.44743141,12.87014656,7.003919539,6.577284846,6.470626173,6.115097263,18.09642155,16.318777,12.40795898,10.59476154,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
123,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,10,47,0.2804615,0.0304061,0.0067548,0,0.6553015,UN,4723.124185,4158.402815,3552.6108,2987.88943,74.13251438,74.3378676,74.44054422,74.23519099,3501.272493,3501.272493,3059.763059,2361.562092,98.15884175,98.15884175,74.54322083,67.56121116,68.79333052,68.79333052,68.79333052,68.79333052,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
124,,,,,1,0,1,1,,,,,1,0,1,1,1,0,0,0,8,15,71,0.0159339,0.0419138,0.0111689,0.2103401,0.7150086,F,686.8340807,485.4974237,211.4371582,152.8542513,84.84420997,73.39697529,66.9999912,63.0271274,331.9698057,418.8341159,338.7034731,249.1456959,310.4220698,814.7737624,700.3014156,191.2361558,46.05828541,46.59697881,45.11557197,89.55777719,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
125,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,20,64,0.0334934,0.0157788,0.1091388,0.745787,0.094732,C,679.2607745,505.9908117,326.3428134,653.7486327,626.1104791,382.6821265,283.8225771,265.7514767,267.8774885,226.4202582,200.9081164,159.450886,721.7810107,668.6307154,474.1006344,342.287902,34.12248961,35.07919493,35.07919493,34.76029315,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
126,,,,,,,,,0,0,0,0,,,,,,,,,15,16,81,0.1499393,0.0997484,0.001821,0.0000007,0.728818,FE,326.6012324,243.4388815,205.637813,182.9571718,254.0231807,228.3184541,246.462967,238.9027533,1117.399587,597.2568833,418.8358397,340.209617,100.3996381,189.0053428,152.716317,115.0664527,49.74620623,43.09321816,33.86975743,45.51248655,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
127,,,,,,,,,,,,,0,0,0,0,,,,,13,8,65,0.1280971,0.0040712,0.4343596,0.371414,0.0608583,LT,70.90335284,75.2941568,75.2941568,71.87908705,73.83055548,55.12898305,47.81097645,39.02936853,48.94933304,41.14345933,27.97104745,15.35155162,156.7679636,100.500624,59.35716464,34.15069747,385.9247262,176.5787662,122.8769765,102.8525803,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
128,,,,,,,,,,,,,0,0,0,0,,,,,7,12,65,0.1402412,0.0026808,0.4471544,0.3617444,0.0468474,LT,53.45990553,56.77049601,56.77049601,54.1955923,55.66696585,41.56630269,36.04865189,29.42747093,36.90695313,31.02145894,21.0896875,11.57480523,118.2003416,75.77573765,44.75427871,25.74903707,290.9805895,133.1373452,92.64712164,77.54907219,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
129,,,,,,,,,0,0,0,0,,,,,,,,,3,7,47,0.0126169,0.0586158,0.0412936,0.3992258,0.424942,L,41.28440384,34.57686912,29.47536384,26.54672192,41.66229312,38.78088736,32.45124192,30.703504,38.30852576,34.67134144,33.01807584,31.45928256,13.88743104,13.88743104,17.14672608,19.3668256,13.55677792,12.23416544,11.47838688,41.23716768,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
130,,,,,,,,,,,,,,,,,0,0,0,0,2,10,51,0.2797093,0.0425196,0,0,0.6663202,FE,240.0462524,178.923364,151.140233,134.4703543,186.7026407,167.8101116,181.1460145,175.5893883,821.2693542,438.9734708,307.8370922,250.0481795,73.7919961,138.9156553,112.2438495,84.57185095,36.56260048,31.67276941,24.89368543,33.4508898,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
131,,,,,,,,,,,,,0,1,0,0,0,0,0,0,14,16,90,0.9257175,0.0127766,0,0.0003666,0.0611393,FE,217.0237711,161.7630886,136.6445966,121.5735014,168.7962664,151.7156918,163.772568,158.7488696,742.5026241,396.8721739,278.3128916,226.0664282,66.71471481,125.5924601,101.4787078,76.46068971,82.89102367,85.60382081,70.73367353,67.92040243,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
132,,,,,0,0,0,0,0,0,0,0,,,,,,,,,15,20,78,0.0571755,0.1192711,0.00062656,0.0518742,0.7362865,FE,63.15771008,47.17804849,35.68791087,29.06776536,34.77478736,28.6112036,33.25291482,31.12229328,47.93898476,40.3296221,27.05128426,21.64863677,7.913737166,32.98658713,22.14324534,13.50661872,14.91435081,17.4634873,13.05005696,11.33795036,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
133,,,,1,0,1,1,1,1,1,0,1,,,,,0,0,0,0,3,16,61,0.3527055,0.2015382,0.0542683,0.0193776,0.3604452,SM,1227.974449,743.7731416,599.0119261,247.5915961,217.6409998,139.7694494,108.8204999,86.65705865,94.64388433,194.678876,172.7151054,343.4335043,41.23198758,38.33676327,36.53972749,35.84088025,112.8139128,104.8270871,78.27089168,57.70481555,4,5,6,7,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
134,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,13,15,78,0.2665251,0.1002822,0.0685953,0.187318,0.3746412,SM,531.8280766,550.7863007,385.15129,182.5976323,162.6416069,118.7383511,102.7735308,90.89969565,109.7581396,252.4437212,286.3689643,318.298605,60.26719668,59.96785629,62.06323896,62.76169985,175.6130234,136.6987739,95.19024111,79.2254208,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
135,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,15,19,82,0.2085234,0.0759004,0.0028452,0,0.689922,FE,164.0441129,127.7290039,103.9363463,87.78238406,152.7739066,138.9992101,152.7739066,140.2514553,373.1690506,215.3861635,172.8098288,149.0171712,36.56555798,78.76621908,47.33486615,33.18449611,41.19886499,35.68898639,28.05029105,37.6925786,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
136,,,,,,,,,,,,,0,0,0,0,,,,,8.5,20,87.5,0.0097082,0.0419351,0.1579929,0.4452733,0.3450361,LN,68.53371771,76.35550071,79.33522757,82.31495443,102.4281107,87.15701057,76.35550071,71.51344457,56.98727614,51.40028829,47.30316386,43.57850529,5.7359742,6.741632014,6.667138843,6.5181525,113.9745523,88.646874,65.55399086,49.537959,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
137,0,0,0,1,,,,,,,,,0,0,0,0,,,,,6,15,61,0.0155116,0.0368717,0.0114328,0.2128801,0.7183581,F,952.9137241,673.5792108,293.3479504,212.0700151,117.7128718,101.8309764,92.95579955,87.44384762,460.5749666,581.0905259,469.917258,345.6647823,430.6796341,1130.417261,971.5983069,265.3210761,63.90127326,64.64865657,62.59335246,124.2524758,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
138,0,0,0,0,,,,,,,,,,,,,,,,,1,15,70.5,0.0830983,0.019295,0.5430975,0.1038562,0.250652,LT,78.63983704,74.24878015,70.95548748,68.85975578,335.3170716,183.6260154,152.6890237,140.713414,279.430893,295.3983726,225.5406494,189.6138203,54.58882089,47.40345507,43.51138192,41.11625998,423.1382095,193.6056902,134.7256091,112.7703247,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
139,,,,,0,0,0,0,,,,,,,,,,,,,3,10,53,0.0426412,0.1287022,0.0332756,0.005627,0.7349895,FE,123.2107549,90.18136577,68.2854786,55.296393,78.30563036,63.08984436,65.31654475,67.91436187,111.7061362,92.40806615,65.31654475,52.69857588,14.77044592,57.52309339,44.53400779,26.86885136,32.58404903,40.82284047,28.13064825,23.82569417,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
140,,,,,1,0,0,,,,,,,,,,,,,,7.5,17.5,85.5,0.0903531,0.0548689,0.3672488,0.222412,0.258363,MN,489.7352182,381.8274582,306.3674863,252.0363064,271.6558991,218.8339188,178.0855339,408.2384484,608.9619739,511.61861,415.0298459,356.1710678,50.48272126,50.86002112,57.42503868,68.81949445,49.87904148,43.61586381,39.84286521,67.00845512,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
141,,,,,0,0,0,0,,,,,0,0,0,0,,,,,7,13,70,0.1229961,0.0290941,0.4893584,0.1693752,0.1878504,C,163.6205929,139.6761159,230.4655913,476.8941672,335.2226782,183.5743238,152.646041,140.6738025,279.3522318,295.3152165,225.4771586,189.560443,630.5378947,229.4679047,118.7246985,91.58762458,155.6391006,126.7061909,102.7617139,88.99363957,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
142,,,,,0,0,0,0,,,,,,,,,,,,,7,15,71,0.0016557,0.1204468,0.2876337,0.5119273,0.0728734,MT,65.9504999,55.96716735,60.50504578,55.36211689,32.67272472,32.37019949,32.67272472,32.67272472,197.8514997,179.699986,143.3969585,127.9681718,32.65201957,37.23475916,38.09402284,32.27012461,81.98433704,74.72373154,72.90858017,75.93383246,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
143,,,,,0,0,0,0,0,0,1,0,0,0,0,0,,,,,4,15,68,0.232707,0.0880768,0.0125781,0.3710533,0.2955849,SM,236.8488717,245.2918896,171.526575,81.31959384,63.10044987,53.7686932,43.59263473,37.86026992,316.3909881,189.745719,89.31824242,71.98783717,26.83990966,26.70659885,27.63977452,27.95083308,78.20900829,60.87860304,42.39283745,35.2829276,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
144,,,,,0,1,1,1,,,,,1,0,0,1,,,,,7,17,76,0.0440006,0.0078327,0.4937097,0.3996291,0.0476009,MN,190.0650596,153.8269743,159.7433964,155.3060799,59.23817617,60.05168421,65.82019575,60.79123697,73.58549974,69.81378066,67.00348016,64.1192244,39.49211745,38.16092248,36.5339064,35.79435364,115.3702307,93.92320067,76.1739344,65.9681063,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
145,,,,,1,1,0,1,,,,,0,1,0,0,,,,,7,17,79,0.0442033,0.0077627,0.4934672,0.3984403,0.0489643,MN,200.8183648,162.5300384,168.7811937,164.0928272,62.58969268,63.44922653,69.54410297,64.23062095,77.74874433,73.76363282,70.79433404,67.74689582,41.72646178,40.31995184,38.60088412,37.81948971,121.8975288,99.23709076,80.48362479,69.70038186,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
146,,,,,0,0,0,0,,,,,,,,,,,,,3,8,61,0.1067571,0.0553716,0.1453558,0.3130727,0.3761631,MN,4959.754266,5517.726621,5734.71587,5869.042548,6365.017975,5176.743515,3750.814164,3254.838737,8348.919682,8193.927361,8059.600683,7925.274005,1580.921672,1436.262173,1353.599602,1301.935495,4505.110125,4112.462912,3606.154664,3192.841809,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
147,,,,,0,0,0,0,,,,,,,,,,,,,7,18,67,0.0071862,0.0977438,0.2320942,0.5907935,0.0677253,MT,71.17199782,60.39825503,65.29541084,59.74530092,35.25952186,34.9330448,35.25952186,35.25952186,213.5159935,193.9273702,154.7501237,138.0997939,35.23717742,40.18274618,41.11004032,34.82504669,88.47528169,80.63983239,78.68097007,81.94574061,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
148,,,,,0,0,0,0,0,0,0,0,,,,,,,,,6,14,69,0.224362,0.0897705,0.01282,0.3781887,0.294859,SM,211.1896325,218.7179684,152.9440866,72.50976126,56.26440491,47.94361263,38.86998677,33.75864295,282.114481,169.1894429,79.64186892,64.18896898,23.9321835,23.81331504,24.64539426,24.92275401,69.73616383,54.28326389,37.80017062,31.46051937,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
149,,,,,0,0,0,0,,,,,,,,,,,,,3,15,63,0.0001781,0.0000106,0,0.0525791,0.9472322,UN,195.7795658,154.8024474,96.97918026,69.05403289,15.78377895,14.31163803,11.5343,9.166733158,92.72970132,61.92097895,37.486475,22.61329868,4.871724079,4.568189868,4.446776184,4.416422763,15.11600368,11.04864526,8.848022237,38.09354342,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
150,,,,,1,1,1,,,,,,0,0,0,0,,,,,13,8,69,0.0912259,0.0336377,0.1755437,0.1121418,0.5866512,L,744.2069712,580.229164,465.5593688,382.9971162,412.8112629,332.5424063,270.6207168,620.3635923,925.3852477,777.4612119,630.6838739,541.2414336,76.71409303,77.287442,87.26371419,104.5788533,75.79673467,66.27914166,60.5456519,101.8267782,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
151,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1,10.5,46.5,0.1066549,0.0556194,0.144885,0.3114203,0.3781181,MN,4899.709049,5450.926317,5665.288588,5797.989042,6287.959947,5114.07132,3705.404969,3215.434064,8247.843567,8094.727659,7962.027205,7829.326752,1561.78226,1418.874079,1337.212261,1286.173625,4450.569053,4062.67542,3562.496788,3154.187701,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
152,,,,,,,,,0,0,0,0,0,0,0,0,,,,,8,16,73,0.0326734,0.0921563,0.0454592,0.2414306,0.4880156,L,84.91950696,71.12251612,60.62903014,54.60499189,85.69680221,79.76992587,66.7502303,63.15523973,78.7983068,71.31683994,67.91617318,64.70983024,28.56560074,28.56560074,35.26977234,39.83638198,27.88546739,25.16493398,23.61034347,84.82234505,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
153,,,,,,,,,,,,,0,0,0,0,,,,,1,13,63,0.0238803,0.0056048,0.1383021,0.7045046,0.126176,LT,29.19698319,31.00505325,31.00505325,29.59877654,30.40236323,22.70132409,19.68787399,16.07173387,20.15663289,16.94228612,11.51807594,6.321548654,64.5547977,41.38471471,24.44242859,14.06276713,158.918264,72.71260192,50.59897556,42.35321658,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
154,,,,,,,,,0,0,0,0,,,,,,,,,1,20,57,0.0454286,0.1104559,0.0318997,0.2529893,0.4381629,L,58.62778493,49.10244687,41.85782356,37.69887315,59.16442369,55.07255312,46.08385383,43.60189955,54.40175466,49.23660656,46.88881197,44.67517707,19.72147456,19.72147456,24.3499839,27.50273664,19.25191565,17.37367997,16.30040245,58.56070508,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
155,,,,,,,,,0,0,0,0,,,,,,,,,15,19,93,0.0461199,0.0794494,0.0150035,0.0412203,0.7648882,FE,71.4356022,52.28569679,39.59081568,32.059954,45.40033754,36.57847101,37.86947587,39.3756482,64.76541043,53.57670165,37.86947587,30.55378166,8.563665565,33.35095886,25.82009718,15.5781253,18.89170444,23.66842242,16.30969472,13.81375199,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
156,,,,,,,,,0,0,0,0,0,0,0,0,,,,,12,19,85,0.0488637,0.1175639,0.0087551,0.0275833,0.7654316,FE,163.7603777,122.3270291,92.53447847,75.36923406,90.16685855,74.1854241,86.22082535,80.69637888,124.3000457,104.5698797,70.14074008,56.13232223,20.51937262,85.53026954,57.41478302,35.02104462,38.67112533,45.28073093,33.83723466,29.39794732,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
157,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,7,13,62,0.2953753,0.1012835,0.0801642,0.1708637,0.3480945,SM,653.8669419,677.1755195,473.5321568,224.4984059,199.963061,145.9853022,126.3570263,111.7584961,134.944397,310.3721131,352.0821995,391.3387513,74.09674163,73.72871146,76.30492267,77.16365974,215.9110352,168.0671126,117.0335952,97.40531929,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
158,,,,,,,,,0,0,0,0,,,,,,,,,1,15,53,0.0717355,0.021151,0.0006257,0.326772,0.5783188,SM,221.6182816,222.6786561,88.43523773,46.0202556,41.0364952,35.09839771,27.25162601,21.20749106,282.0596311,111.3393281,58.00248805,38.38555882,20.8893787,19.61692923,19.29881687,18.23844231,53.97306475,48.67119199,37.0070719,31.59916168,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
159,,,,,,,,,0,0,0,0,,,,,,,,,13,18,89,0.257068,0.1068078,0.1795288,0.2333298,0.2232657,L,245.4771135,297.6138456,278.062571,245.4771135,37.79913075,29.10967541,23.8960022,22.37534751,120.3489565,107.0975371,105.1424097,95.36677241,14.42449587,15.74963781,14.22898313,12.14351384,14.35932496,12.55626297,11.47008106,19.29059087,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
160,,,,,,,,,0,0,0,0,,,,,,,,,15,20,94,0.3573244,0.0225163,0.3572255,0.1742751,0.0886587,L,113.1283963,137.1556663,128.14544,113.1283963,17.41977075,13.41522575,11.01249875,10.31170338,55.46294825,49.35601713,48.4549945,43.94988138,6.6475447,7.258237813,6.557442438,5.596351638,6.617510613,5.786567525,5.2859994,8.8900899,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
161,,,,,,,,,0,0,0,1,1,1,1,1,0,0,1,1,15,20,79.5,0.070156,0.105234,0.3861352,0.1403119,0.2981629,L,539.9697743,654.6536201,611.6471779,539.9697743,83.14578825,64.03181394,52.56342935,49.21848385,264.7285442,235.5797334,231.2790892,209.7758681,31.72919736,34.64407844,31.29913293,26.7117791,31.58584255,27.61969288,25.23044609,42.43302297,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,3,4,5,6
162,,,,,,,,,,,,,0,1,0,0,1,0,0,0,12,16,91,0.0156197,0.002691,0.0071439,0.8769747,0.08017,C,224.9077624,167.5369247,108.0542771,216.4605225,207.3093459,126.7085985,93.97554389,87.9920823,88.69601896,74.96925412,66.52201422,52.79524938,238.9864955,221.3880791,156.9778748,113.333802,11.29818337,11.61495486,11.61495486,11.50936436,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
163,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,13.5,58.5,0.0227888,0.0033772,0.0052691,0.856295,0.0901716,C,185.7957075,138.4018103,89.26335242,178.8174649,171.2577022,104.673638,77.63294819,72.6900264,73.27154661,61.93190249,54.95365996,43.61401584,197.4261117,182.8881064,129.6790071,93.624754,9.333399389,9.595083484,9.595083484,9.507855453,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
164,,,,,,,,,,,,,1,1,0,0,0,0,0,0,7,12,77,0.2798855,0.0163914,0.0330844,0.366511,0.3008908,MT,153.5034524,130.2666913,140.8288554,128.8584027,76.04758193,75.34343765,76.04758193,76.04758193,460.5103572,418.2617006,333.7643873,297.8530292,75.99938954,86.66597053,88.66595447,75.11050779,278.1369895,229.5510343,201.3852633,180.2609349,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
165,,,,,,,,,,,,,0,0,0,0,,,,,7,13,77,0.00224,0.0013302,0.0013302,0.8548079,0.0683327,T,611.3485925,712.0620889,682.0247303,560.1083925,485.8984478,413.4554065,362.2152065,339.2454617,270.3362273,243.8326756,224.3967377,206.7277032,295.0728756,296.839779,289.7721652,266.8024204,540.6724546,420.5230203,310.9750066,234.9981584,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
166,,,,,,,,,,,,,0,0,0,0,,,,,4,7,67,0.059458,0.0475831,0.4644721,0.1726076,0.2499337,MN,40.62841718,32.88214308,34.1468409,33.19831754,12.66278683,12.83668278,14.06976315,12.99477001,15.72967902,14.92343417,14.32270271,13.70616253,8.441857888,8.157300881,7.809508983,7.651421756,24.66160731,20.07707775,16.28298432,14.10138059,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
167,,,,,,,,,,,,,,0,0,0,,,,,7,8,64.5,0.0431729,0.0067845,0.5015669,0.3979104,0.0462486,MN,183.5948577,148.5903906,154.3054057,150.0191444,57.22158794,58.0074025,63.57954215,58.72177938,71.08049937,67.43717729,64.72254516,61.93647533,38.14772529,36.86184691,35.29021778,34.5758409,111.442793,90.72586352,73.58081845,63.72241753,1,2,3,4,1,2,3,4,1,2,3,4,0,1,2,3,1,2,3,4
168,,,,,,,,,,,,,0,1,1,0,1,1,0,0,13,18,84.5,0.1452447,0.0305798,0.485225,0.1138541,0.2250957,LT,165.6977075,156.4455513,149.5064341,145.0906322,706.5282961,386.9083526,321.7227063,296.4895528,588.7735801,622.4177847,475.2243897,399.5249294,115.0211244,99.88123234,91.68045747,86.63382679,891.5714213,407.9359805,283.8729761,237.6121948,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
169,,,,,,,,,,,,,0,0,0,0,,,,,1,20,82.5,0.1855672,0.0824601,0.3195793,0.1753104,0.237083,MN,64.72489309,50.46347597,40.490457,33.30988334,35.90286828,28.921755,23.53632476,53.9540326,80.48226305,67.61706859,54.85160431,47.07264952,6.671949688,6.721814783,7.589467433,9.095393297,6.592165536,5.764404962,5.265754014,8.856040841,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
170,,,,,,,,,,,,,,,,,0,0,0,0,1,11,70,0.0136007,0.0407167,0.013646,0.2005174,0.7248863,F,518.9546319,366.8296957,159.756622,115.4928445,64.10616041,55.45691654,50.62351556,47.62171916,250.8280721,316.4605696,255.9158626,188.2482488,234.5471424,615.6226515,529.1302129,144.4932504,34.80048708,35.20751032,34.08819641,67.66761376,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
171,,,,,,,,,,,,,,,,,1,0,1,1,7,13,73,0.0743121,0.082582,0.2047265,0.6405731,0.0699917,C,1522.751403,1134.318729,731.5879199,1465.558862,1403.600276,857.8881145,636.2670183,595.7556351,600.5216802,507.5838011,450.3912601,357.4533811,1618.072305,1498.921178,1062.828053,767.333258,583.8405224,467.0724179,338.3892007,252.6003893,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
172,,,,,,,,,,,,,,,,,1,0,0,1,7,8,73,0.0824127,0.013162,0.3297396,0.4484001,0.1233273,C,1302.549829,1197.965536,1140.919559,1321.565155,4943.984754,5875.735726,5695.09013,4943.984754,1359.595807,1264.519177,1169.442547,1064.858255,676.9456047,875.6557612,1150.427222,1492.703089,1321.565155,1302.549829,1245.503851,1169.442547,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
173,,,,,,,,,,,,,,,,,0,0,0,,4,11,52,0.6592072,0,0,0,0.3407928,UN,2064.290929,1632.230037,1022.544111,728.1026145,166.4234547,150.9012671,121.61714,96.65362179,977.7377966,652.8920147,395.255705,238.4336034,51.36723939,48.16678834,46.88660792,46.56656282,153.7803506,115.586538,93.87637088,488.4787607,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
174,,,,,0,0,0,0,1,0,0,0,0,1,0,0,,,,,3,16,68,0.0346987,0.0912689,0.0445882,0.2470812,0.4828878,L,81.43459563,68.20380321,58.140947,52.36412213,82.17999239,76.49634212,64.01094645,60.56348645,75.56459618,68.3901524,65.12904159,62.05427997,27.3933308,27.3933308,33.82237782,38.20158376,26.74110863,24.13221999,22.64142647,81.34142104,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
175,,,,,,,,,,,,,1,1,1,1,,,,,7,13,75,0.0057521,0.0063044,0.0644898,0.854447,0.0686714,T,334.8789154,390.0468292,373.5932408,306.8110294,266.1609876,226.478804,198.4109181,185.8287623,148.0822949,133.5644229,122.9179834,113.239402,161.6323089,162.600167,158.7287345,146.1465787,296.1645899,230.3502366,170.3430321,128.7251322,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
176,,,,,,,,,,,,,0,0,0,0,,,,,7,15,68,0.0190645,0.0130992,0.1168609,0.7133842,0.134488,LT,233.4943519,247.9538646,247.9538646,236.707577,243.134027,181.547214,157.4480263,128.5290011,161.1967888,135.4909886,92.11245076,50.55474042,516.2581543,330.9621777,195.4711891,112.4628759,1270.902436,581.4978127,404.6505397,338.7074888,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
